GAME_ID,TEAM_ID,TEAM_ABBREVIATION,GAME_DATE,PREV_CITY,CURRENT_CITY,DISTANCE_MILES,TRAVEL_DIRECTION,TIMEZONE_SHIFT_HOURS
0022301060,1610612738,BOS,2024-03-28,Atlanta,Atlanta,0.0,,0.0
0022301074,1610612738,BOS,2024-03-30,Atlanta,New Orleans,424.8,SW,-1.0
0022301087,1610612738,BOS,2024-04-01,New Orleans,Charlotte,649.5,NE,1.0
0022301105,1610612738,BOS,2024-04-03,Charlotte,Boston,720.7,NE,0.0
0022301118,1610612738,BOS,2024-04-05,Boston,Boston,0.0,,0.0
0022301134,1610612738,BOS,2024-04-07,Boston,Boston,0.0,,0.0
0022301148,1610612738,BOS,2024-04-09,Boston,Milwaukee,855.6,W,-1.0
0022301167,1610612738,BOS,2024-04-11,Milwaukee,Boston,855.6,E,1.0
0022301173,1610612738,BOS,2024-04-12,Boston,Boston,0.0,,0.0
0022301186,1610612738,BOS,2024-04-14,Boston,Boston,0.0,,0.0
0022300067,1610612739,CLE,2023-10-25,Cleveland,Brooklyn,405.4,E,0.0
0022300081,1610612739,CLE,2023-10-27,Brooklyn,Cleveland,405.4,W,0.0
0022300091,1610612739,CLE,2023-10-28,Cleveland,Cleveland,0.0,,0.0
0022300112,1610612739,CLE,2023-10-31,Cleveland,Cleveland,0.0,,0.0
0022300120,1610612739,CLE,2023-11-01,Cleveland,New York,403.7,E,0.0
0022300001,1610612739,CLE,2023-11-03,New York,Indianapolis,644.4,W,0.0
0022300142,1610612739,CLE,2023-11-05,Indianapolis,Cleveland,263.0,NE,0.0
0022300167,1610612739,CLE,2023-11-08,Cleveland,Oklahoma City,950.2,W,-1.0
0022300176,1610612739,CLE,2023-11-11,Oklahoma City,San Francisco,1384.4,W,-2.0
0022300191,1610612739,CLE,2023-11-13,San Francisco,Sacramento,74.0,NE,0.0
0022300199,1610612739,CLE,2023-11-15,Sacramento,Portland,484.0,N,0.0
0022300030,1610612739,CLE,2023-11-17,Portland,Cleveland,2049.6,E,3.0
0022300210,1610612739,CLE,2023-11-19,Cleveland,Cleveland,0.0,,0.0
0022300040,1610612739,CLE,2023-11-21,Cleveland,Philadelphia,358.6,E,0.0
0022300229,1610612739,CLE,2023-11-22,Philadelphia,Cleveland,358.6,W,0.0
0022300242,1610612739,CLE,2023-11-25,Cleveland,Cleveland,0.0,,0.0
0022300251,1610612739,CLE,2023-11-26,Cleveland,Cleveland,0.0,,0.0
0022300055,1610612739,CLE,2023-11-28,Cleveland,Cleveland,0.0,,0.0
0022300265,1610612739,CLE,2023-11-30,Cleveland,Cleveland,0.0,,0.0
0022300283,1610612739,CLE,2023-12-02,Cleveland,Detroit,91.3,NW,0.0
0022301205,1610612739,CLE,2023-12-06,Detroit,Cleveland,91.3,SE,0.0
0022301220,1610612739,CLE,2023-12-08,Cleveland,Miami,1089.2,S,0.0
0022300294,1610612739,CLE,2023-12-11,Miami,Orlando,204.3,N,0.0
0022300305,1610612739,CLE,2023-12-12,Orlando,Boston,1116.1,NE,0.0
0022300319,1610612739,CLE,2023-12-14,Boston,Boston,0.0,,0.0
0022300336,1610612739,CLE,2023-12-16,Boston,Cleveland,549.1,W,0.0
0022300349,1610612739,CLE,2023-12-18,Cleveland,Cleveland,0.0,,0.0
0022300364,1610612739,CLE,2023-12-20,Cleveland,Cleveland,0.0,,0.0
0022300375,1610612739,CLE,2023-12-21,Cleveland,Cleveland,0.0,,0.0
0022300396,1610612739,CLE,2023-12-23,Cleveland,Chicago,309.9,W,-1.0
0022300420,1610612739,CLE,2023-12-27,Chicago,Dallas,803.0,SW,0.0
0022300433,1610612739,CLE,2023-12-29,Dallas,Cleveland,1024.9,NE,1.0
0022300452,1610612739,CLE,2024-01-01,Cleveland,Toronto,189.2,NE,0.0
0022300465,1610612739,CLE,2024-01-03,Toronto,Cleveland,189.2,SW,0.0
0022300482,1610612739,CLE,2024-01-05,Cleveland,Cleveland,0.0,,0.0
0022300497,1610612739,CLE,2024-01-07,Cleveland,Cleveland,0.0,,0.0
0022300527,1610612739,CLE,2024-01-11,Cleveland,Cleveland,0.0,,0.0
0022300561,1610612739,CLE,2024-01-15,Cleveland,Cleveland,0.0,,0.0
0022300572,1610612739,CLE,2024-01-17,Cleveland,Cleveland,0.0,,0.0
0022300595,1610612739,CLE,2024-01-20,Cleveland,Atlanta,554.8,S,0.0
0022300607,1610612739,CLE,2024-01-22,Atlanta,Orlando,402.1,SE,0.0
0022300624,1610612739,CLE,2024-01-24,Orlando,Milwaukee,1066.2,N,-1.0
0022300639,1610612739,CLE,2024-01-26,Milwaukee,Milwaukee,0.0,,0.0
0022300658,1610612739,CLE,2024-01-29,Milwaukee,Cleveland,335.9,E,1.0
0022300675,1610612739,CLE,2024-01-31,Cleveland,Cleveland,0.0,,0.0
0022300687,1610612739,CLE,2024-02-01,Cleveland,Memphis,630.7,SW,-1.0
0022300703,1610612739,CLE,2024-02-03,Memphis,San Antonio,628.6,SW,0.0
0022300714,1610612739,CLE,2024-02-05,San Antonio,Cleveland,1254.4,NE,1.0
0022300728,1610612739,CLE,2024-02-07,Cleveland,Washington,304.7,SE,0.0
0022300735,1610612739,CLE,2024-02-08,Washington,Brooklyn,203.3,NE,0.0
0022300756,1610612739,CLE,2024-02-10,Brooklyn,Toronto,344.0,NW,0.0
0022300762,1610612739,CLE,2024-02-12,Toronto,Cleveland,189.2,SW,0.0
0022300781,1610612739,CLE,2024-02-14,Cleveland,Cleveland,0.0,,0.0
0022300792,1610612739,CLE,2024-02-22,Cleveland,Cleveland,0.0,,0.0
0022300805,1610612739,CLE,2024-02-23,Cleveland,Philadelphia,358.6,E,0.0
0022300820,1610612739,CLE,2024-02-25,Philadelphia,Washington,120.6,SW,0.0
0022300832,1610612739,CLE,2024-02-27,Washington,Cleveland,304.7,NW,0.0
0022300846,1610612739,CLE,2024-02-28,Cleveland,Chicago,309.9,W,-1.0
0022300857,1610612739,CLE,2024-03-01,Chicago,Detroit,238.9,E,1.0
0022300876,1610612739,CLE,2024-03-03,Detroit,Cleveland,91.3,SE,0.0
0022300886,1610612739,CLE,2024-03-05,Cleveland,Cleveland,0.0,,0.0
0022300895,1610612739,CLE,2024-03-06,Cleveland,Atlanta,554.8,S,0.0
0022300911,1610612739,CLE,2024-03-08,Atlanta,Cleveland,554.8,N,0.0
0022300930,1610612739,CLE,2024-03-10,Cleveland,Cleveland,0.0,,0.0
0022300934,1610612739,CLE,2024-03-11,Cleveland,Cleveland,0.0,,0.0
0022300951,1610612739,CLE,2024-03-13,Cleveland,New Orleans,925.3,SW,-1.0
0022300967,1610612739,CLE,2024-03-16,New Orleans,Houston,316.7,W,0.0
0022300983,1610612739,CLE,2024-03-18,Houston,Indianapolis,866.0,NE,1.0
0022300996,1610612739,CLE,2024-03-20,Indianapolis,Cleveland,263.0,NE,0.0
0022301014,1610612739,CLE,2024-03-22,Cleveland,Minneapolis,630.2,NW,-1.0
0022301029,1610612739,CLE,2024-03-24,Minneapolis,Miami,1513.1,SE,1.0
0022301033,1610612739,CLE,2024-03-25,Miami,Cleveland,1089.2,N,0.0
0022301048,1610612739,CLE,2024-03-27,Cleveland,Charlotte,435.7,S,0.0
0022301067,1610612739,CLE,2024-03-29,Charlotte,Cleveland,435.7,N,0.0
0022301077,1610612739,CLE,2024-03-31,Cleveland,Denver,1225.2,W,-2.0
0022301100,1610612739,CLE,2024-04-02,Denver,Salt Lake City,370.1,W,0.0
0022301110,1610612739,CLE,2024-04-03,Salt Lake City,Phoenix,506.0,S,-1.0
0022301127,1610612739,CLE,2024-04-06,Phoenix,Los Angeles,358.3,W,0.0
0022301132,1610612739,CLE,2024-04-07,Los Angeles,Inglewood,8.0,SW,0.0
0022301158,1610612739,CLE,2024-04-10,Inglewood,Cleveland,2053.4,NE,3.0
0022301174,1610612739,CLE,2024-04-12,Cleveland,Cleveland,0.0,,0.0
0022301187,1610612739,CLE,2024-04-14,Cleveland,Cleveland,0.0,,0.0
0022300071,1610612740,NOP,2023-10-25,New Orleans,Memphis,358.5,N,0.0
0022300090,1610612740,NOP,2023-10-28,Memphis,New Orleans,358.5,S,0.0
0022300108,1610612740,NOP,2023-10-30,New Orleans,New Orleans,0.0,,0.0
0022300121,1610612740,NOP,2023-11-01,New Orleans,Oklahoma City,575.8,NW,0.0
0022300129,1610612740,NOP,2023-11-02,Oklahoma City,New Orleans,575.8,SE,0.0
0022300135,1610612740,NOP,2023-11-04,New Orleans,New Orleans,0.0,,0.0
0022300156,1610612740,NOP,2023-11-06,New Orleans,Denver,1081.3,NW,-1.0
0022300166,1610612740,NOP,2023-11-08,Denver,Minneapolis,698.5,NE,1.0
0022300011,1610612740,NOP,2023-11-10,Minneapolis,Houston,1058.3,S,0.0
0022300183,1610612740,NOP,2023-11-12,Houston,New Orleans,316.7,E,0.0
0022300022,1610612740,NOP,2023-11-14,New Orleans,New Orleans,0.0,,0.0
0022300034,1610612740,NOP,2023-11-17,New Orleans,New Orleans,0.0,,0.0
0022300203,1610612740,NOP,2023-11-18,New Orleans,New Orleans,0.0,,0.0
0022300222,1610612740,NOP,2023-11-20,New Orleans,New Orleans,0.0,,0.0
0022300233,1610612740,NOP,2023-11-22,New Orleans,New Orleans,0.0,,0.0
0022300052,1610612740,NOP,2023-11-24,New Orleans,Inglewood,1674.3,W,-2.0
0022300243,1610612740,NOP,2023-11-25,Inglewood,Salt Lake City,589.0,NE,1.0
0022300256,1610612740,NOP,2023-11-27,Salt Lake City,Salt Lake City,0.0,,0.0
0022300262,1610612740,NOP,2023-11-29,Salt Lake City,New Orleans,1432.8,SE,1.0
0022300278,1610612740,NOP,2023-12-01,New Orleans,New Orleans,0.0,,0.0
0022300285,1610612740,NOP,2023-12-02,New Orleans,Chicago,835.2,N,0.0
0022301204,1610612740,NOP,2023-12-04,Chicago,Sacramento,1787.1,W,-2.0
0022301230,1610612740,NOP,2023-12-07,Sacramento,Los Angeles,361.4,SE,0.0
0022300301,1610612740,NOP,2023-12-11,Los Angeles,New Orleans,1670.2,E,2.0
0022300311,1610612740,NOP,2023-12-13,New Orleans,Washington,965.9,NE,1.0
0022300326,1610612740,NOP,2023-12-15,Washington,Charlotte,329.7,SW,0.0
0022300345,1610612740,NOP,2023-12-17,Charlotte,San Antonio,1100.8,W,-1.0
0022300360,1610612740,NOP,2023-12-19,San Antonio,New Orleans,502.7,E,0.0
0022300375,1610612740,NOP,2023-12-21,New Orleans,Cleveland,925.3,NE,1.0
0022300392,1610612740,NOP,2023-12-23,Cleveland,New Orleans,925.3,SW,-1.0
0022300410,1610612740,NOP,2023-12-26,New Orleans,New Orleans,0.0,,0.0
0022300424,1610612740,NOP,2023-12-28,New Orleans,New Orleans,0.0,,0.0
0022300446,1610612740,NOP,2023-12-31,New Orleans,New Orleans,0.0,,0.0
0022300461,1610612740,NOP,2024-01-02,New Orleans,New Orleans,0.0,,0.0
0022300471,1610612740,NOP,2024-01-03,New Orleans,Minneapolis,1053.0,N,0.0
0022300486,1610612740,NOP,2024-01-05,Minneapolis,New Orleans,1053.0,S,0.0
0022300500,1610612740,NOP,2024-01-07,New Orleans,Sacramento,1879.8,NW,-2.0
0022300525,1610612740,NOP,2024-01-10,Sacramento,San Francisco,74.0,SW,0.0
0022300539,1610612740,NOP,2024-01-12,San Francisco,Denver,944.8,E,1.0
0022300547,1610612740,NOP,2024-01-13,Denver,Dallas,662.5,SE,1.0
0022300556,1610612740,NOP,2024-01-15,Dallas,Dallas,0.0,,0.0
0022300575,1610612740,NOP,2024-01-17,Dallas,New Orleans,442.7,SE,0.0
0022300588,1610612740,NOP,2024-01-19,New Orleans,New Orleans,0.0,,0.0
0022300616,1610612740,NOP,2024-01-23,New Orleans,New Orleans,0.0,,0.0
0022300640,1610612740,NOP,2024-01-26,New Orleans,New Orleans,0.0,,0.0
0022300648,1610612740,NOP,2024-01-27,New Orleans,Milwaukee,912.7,N,0.0
0022300659,1610612740,NOP,2024-01-29,Milwaukee,Boston,855.6,E,1.0
0022300679,1610612740,NOP,2024-01-31,Boston,Houston,1604.1,SW,-1.0
0022300696,1610612740,NOP,2024-02-02,Houston,San Antonio,186.1,W,0.0
0022300718,1610612740,NOP,2024-02-05,San Antonio,New Orleans,502.7,E,0.0
0022300731,1610612740,NOP,2024-02-07,New Orleans,Inglewood,1674.3,W,-2.0
0022300747,1610612740,NOP,2024-02-09,Inglewood,Los Angeles,8.0,NE,0.0
0022300758,1610612740,NOP,2024-02-10,Los Angeles,Portland,827.1,N,0.0
0022300766,1610612740,NOP,2024-02-12,Portland,Memphis,1845.9,E,2.0
0022300784,1610612740,NOP,2024-02-14,Memphis,New Orleans,358.5,S,0.0
0022300798,1610612740,NOP,2024-02-22,New Orleans,New Orleans,0.0,,0.0
0022300810,1610612740,NOP,2024-02-23,New Orleans,New Orleans,0.0,,0.0
0022300823,1610612740,NOP,2024-02-25,New Orleans,New Orleans,0.0,,0.0
0022300837,1610612740,NOP,2024-02-27,New Orleans,New York,1171.0,NE,1.0
0022300843,1610612740,NOP,2024-02-28,New York,Indianapolis,644.4,W,0.0
0022300863,1610612740,NOP,2024-03-01,Indianapolis,New Orleans,713.6,S,-1.0
0022300890,1610612740,NOP,2024-03-05,New Orleans,Toronto,1114.1,NE,1.0
0022300909,1610612740,NOP,2024-03-08,Toronto,Philadelphia,337.3,SE,0.0
0022300925,1610612740,NOP,2024-03-10,Philadelphia,Atlanta,663.0,SW,0.0
0022300951,1610612740,NOP,2024-03-13,Atlanta,New Orleans,424.8,SW,-1.0
0022300964,1610612740,NOP,2024-03-15,New Orleans,New Orleans,0.0,,0.0
0022300970,1610612740,NOP,2024-03-16,New Orleans,New Orleans,0.0,,0.0
0022300993,1610612740,NOP,2024-03-19,New Orleans,Brooklyn,1169.1,NE,1.0
0022301004,1610612740,NOP,2024-03-21,Brooklyn,Orlando,938.0,SW,0.0
0022301013,1610612740,NOP,2024-03-22,Orlando,Miami,204.3,S,0.0
0022301027,1610612740,NOP,2024-03-24,Miami,Detroit,1155.7,N,0.0
0022301046,1610612740,NOP,2024-03-26,Detroit,New Orleans,940.9,SW,-1.0
0022301061,1610612740,NOP,2024-03-28,New Orleans,New Orleans,0.0,,0.0
0022301074,1610612740,NOP,2024-03-30,New Orleans,New Orleans,0.0,,0.0
0022301092,1610612740,NOP,2024-04-01,New Orleans,New Orleans,0.0,,0.0
0022301109,1610612740,NOP,2024-04-03,New Orleans,New Orleans,0.0,,0.0
0022301123,1610612740,NOP,2024-04-05,New Orleans,New Orleans,0.0,,0.0
0022301138,1610612740,NOP,2024-04-07,New Orleans,Phoenix,1312.5,W,-2.0
