GAME_ID,HOME_CLOSING_SPREAD
0022200369,-6.5
0022200365,-2.0
0022200373,-2.0
0022200372,-5.5
0022200363,6.5
0022200368,-8.5
0022200367,-5.0
0022200371,-11.0
0022200364,-10.0
0022200376,2.0
0022200375,2.0
0022200374,-6.5
0022200382,-5.0
0022200386,1.0
0022200385,0.0
0022200377,4.0
0022200384,1.5
0022200381,-3.5
0022200380,-7.5
0022200379,8.5
0022200378,-4.0
0022200383,-11.0
0022200394,-5.5
0022200388,-8.5
0022200387,-12.0
0022200392,2.5
0022200391,-5.0
0022200389,5.0
0022200390,-4.5
0022200393,-11.5
0022200396,5.5
0022200401,10.0
0022200395,-4.0
0022200397,-2.5
0022200400,-3.5
0022200398,6.5
0022200399,-10.5
0022200402,3.5
0022200407,-4.0
0022200403,5.5
0022200404,-9.5
0022200408,4.0
0022200406,9.5
0022200405,-8.5
0022200411,6.5
0022200409,-4.25
0022200413,4.0
0022200412,2.0
0022200410,-2.75
0022200419,2.5
0022200423,-7.0
0022200418,-3.5
0022200420,7.5
0022200417,-5.0
0022200416,3.0
0022200421,-2.5
0022200415,1.5
0022200422,-11.5
0022200414,-4.5
0022200424,3.0
0022200425,-3.0
0022200427,6.5
0022200426,1.0
0022200435,-4.5
0022200433,1.0
0022200434,-3.0
0022200430,-13.0
0022200431,-8.0
0022200436,-4.0
0022200429,6.5
0022200428,-2.5
0022200437,1.5
0022200432,-8.5
0022200439,8.0
0022200441,3.0
0022200444,-3.0
0022200440,-8.5
0022200442,-2.0
0022200443,11.0
0022200438,-5.0
0022200447,8.0
0022200446,0.0
0022200445,-10.5
0022200449,1.5
0022200448,-6.0
0022200451,-3.0
0022200450,-9.0
0022200459,-11.0
0022200457,-0.5
0022200454,-8.5
0022200458,4.5
0022200455,-4.5
0022200456,5.5
0022200453,-6.5
0022200452,-6.5
0022200460,-10.0
0022200462,-1.5
0022200463,-6.0
0022200461,2.5
0022200465,1.0
0022200464,-7.0
0022200475,-8.0
0022200466,-2.5
0022200472,-1.0
0022200469,-9.5
0022200474,3.5
0022200468,-5.0
0022200473,2.5
0022200470,-10.5
0022200471,-2.0
0022200467,-12.0
0022200476,-9.0
0022200477,-8.5
0022200478,-7.0
0022200483,-2.5
0022200482,-9.5
0022200486,-6.0
0022200489,-5.5
0022200479,-6.0
0022200488,-1.5
0022200485,-5.5
0022200487,7.0
0022200480,-3.5
0022200484,-4.5
0022200490,3.0
0022200491,-7.5
0022200481,-9.5
0022200492,-3.0
0022200494,-7.5
0022200495,-5.5
0022200493,2.0
0022200497,-4.0
0022200496,7.0
0022200500,-0.5
0022200498,-2.0
0022200502,-2.0
0022200501,-7.0
0022200499,5.5
0022200503,4.5
0022200504,-5.5
0022200505,-3.0
0022200512,-5.5
0022200506,4.5
0022200510,-8.0
0022200511,-7.0
0022200508,1.5
0022200514,3.0
0022200507,-15.0
0022200509,-3.5
0022200513,-5.0
0022200518,-9.0
0022200519,2.5
0022200520,-6.5
0022200517,7.5
0022200515,1.0
0022200516,2.5
0022200522,-3.0
0022200521,4.5
0022200527,4.5
0022200524,4.0
0022200528,-10.0
0022200525,-6.5
0022200523,-2.5
0022200526,4.0
0022200530,-6.0
0022200535,-4.0
0022200533,-7.5
0022200534,1.0
0022200531,-2.0
0022200536,1.0
0022200537,-3.0
0022200529,4.5
0022200532,-7.5
0022200546,-4.5
0022200539,6.5
0022200541,3.5
0022200545,2.5
0022200540,1.0
0022200543,-6.5
0022200542,7.5
0022200538,2.5
0022200544,-7.25
0022200547,-4.0
0022200549,3.5
0022200548,-2.5
0022200551,-2.0
0022200560,1.0
0022200550,-2.5
0022200555,-12.0
0022200558,-1.5
0022200554,-5.0
0022200552,-4.0
0022200556,7.5
0022200557,4.0
0022200553,2.0
0022200559,-9.5
0022200563,-3.25
0022200562,11.5
0022200561,-7.5
0022200574,8.5
0022200569,-5.5
0022200570,5.0
0022200567,-5.0
0022200565,-5.0
0022200571,1.5
0022200568,-10.0
0022200575,-1.5
0022200572,-7.0
0022200566,1.0
0022200564,7.5
0022200573,-6.5
0022200577,3.0
0022200579,-4.5
0022200578,7.0
0022200576,6.5
0022200589,1.0
0022200586,4.5
0022200582,-4.0
0022200580,-1.5
0022200590,2.5
0022200588,-5.0
0022200581,-5.0
0022200587,-5.5
0022200584,-1.0
0022200585,-1.5
0022200583,-10.0
0022200595,-7.5
0022200594,-6.5
0022200591,15.0
0022200593,-9.0
0022200592,2.5
0022200601,3.5
0022200599,2.5
0022200596,5.5
0022200597,-3.0
0022200604,-2.5
0022200603,6.0
0022200602,-4.0
0022200600,-5.5
0022200598,-5.0
0022200609,-13.0
0022200607,-1.0
0022200610,-6.5
0022200608,-11.0
0022200605,-1.5
0022200606,-9.0
0022200616,-9.0
0022200615,-12.5
0022200614,2.5
0022200617,-1.0
0022200611,-1.5
0022200612,-14.5
0022200613,-7.5
0022200620,4.5
0022200618,6.5
0022200622,-5.0
0022200624,-14.5
0022200623,-13.5
0022200621,-9.0
0022200619,1.5
0022200625,-9.0
0022200628,-6.0
0022200627,1.0
0022200631,1.5
0022200630,2.5
0022200626,-10.0
0022200629,-7.5
0022200634,3.5
0022200638,-5.5
0022200637,-6.5
0022200633,3.5
0022200632,5.5
0022200639,-5.0
0022200635,8.5
0022200640,-9.5
0022200636,-4.5
0022200641,-4.5
0022200646,7.0
0022200644,-7.5
0022200642,7.5
0022200645,4.5
0022200647,-4.0
0022200643,8.0
0022200648,8.5
0022200653,-11.0
0022200655,5.5
0022200652,6.5
0022200654,-9.0
0022200650,6.0
0022200649,-10.0
0022200651,-4.5
0022200661,-1.0
0022200657,-5.0
0022200663,-12.5
0022200656,8.5
0022200658,-7.5
0022200660,3.0
0022200664,-7.5
0022200659,-1.5
0022200662,-4.0
0022200666,2.0
0022200668,-1.5
0022200667,-6.0
0022200665,-1.5
0022200673,3.5
0022200676,-9.0
0022200674,-4.0
0022200677,-2.5
0022200670,-2.5
0022200672,-7.5
0022200675,-8.5
0022200669,-5.0
0022200671,3.0
0022200681,4.0
0022200682,1.5
0022200678,7.5
0022200679,-6.5
0022200680,4.5
0022200686,2.0
0022200689,-4.5
0022200684,-3.5
0022200688,-6.5
0022200683,1.0
0022200685,-10.5
0022200687,7.5
0022200691,-5.5
0022200690,6.5
0022200695,-3.0
0022200693,-6.5
0022200697,-3.0
0022200698,-5.0
0022200692,3.5
0022200696,-8.0
0022200694,-7.5
0022200705,-5.5
0022200704,-7.5
0022200700,-2.5
0022200699,-7.5
0022200701,-2.0
0022200702,-3.0
0022200703,8.5
0022200706,11.5
0022200709,6.0
0022200711,-8.5
0022200708,-1.5
0022200707,7.5
0022200712,-4.0
0022200710,-9.0
0022200714,-2.0
0022200715,3.0
0022200713,1.5
0022200716,3.0
0022200719,4.0
0022200717,-7.0
0022200718,-7.5
0022200724,-2.5
0022200721,-7.5
0022200720,-5.5
0022200729,-7.5
0022200725,1.0
0022200723,-12.5
0022200728,-3.0
0022200727,-3.5
0022200726,-2.5
0022200722,2.0
0022200730,-8.5
0022200735,-13.0
0022200733,8.0
0022200732,3.0
0022200734,-1.5
0022200731,-7.5
0022200736,6.5
0022200738,-8.5
0022200739,-1.0
0022200740,-4.0
0022200737,1.5
0022200749,-7.5
0022200742,-0.5
0022200748,5.5
0022200746,1.5
0022200744,2.5
0022200750,-7.5
0022200741,-3.0
0022200743,-5.5
0022200745,-1.5
0022200751,-3.0
0022200747,-5.5
0022200752,6.0
0022200753,-8.0
0022200755,-10.5
0022200754,-11.5
0022200757,-8.5
