GAME_ID,TEAM_ID,TEAM_ABBREVIATION,GAME_DATE,PREV_CITY,CURRENT_CITY,DISTANCE_MILES,TRAVEL_DIRECTION,TIMEZONE_SHIFT_HOURS
0022200005,1610612737,ATL,2022-10-19,Atlanta,Atlanta,0.0,,0.0
0022200020,1610612737,ATL,2022-10-21,Atlanta,Atlanta,0.0,,0.0
0022200038,1610612737,ATL,2022-10-23,Atlanta,Atlanta,0.0,,0.0
0022200057,1610612737,ATL,2022-10-26,Atlanta,Detroit,597.5,N,0.0
0022200070,1610612737,ATL,2022-10-28,Detroit,Detroit,0.0,,0.0
0022200085,1610612737,ATL,2022-10-29,Detroit,Milwaukee,251.6,W,-1.0
0022200099,1610612737,ATL,2022-10-31,Milwaukee,Toronto,430.8,E,1.0
0022200110,1610612737,ATL,2022-11-02,Toronto,New York,340.4,SE,0.0
0022200134,1610612737,ATL,2022-11-05,New York,Atlanta,747.9,SW,0.0
0022200149,1610612737,ATL,2022-11-07,Atlanta,Atlanta,0.0,,0.0
0022200162,1610612737,ATL,2022-11-09,Atlanta,Atlanta,0.0,,0.0
0022200173,1610612737,ATL,2022-11-10,Atlanta,Atlanta,0.0,,0.0
0022200188,1610612737,ATL,2022-11-12,Atlanta,Philadelphia,663.0,NE,0.0
0022200204,1610612737,ATL,2022-11-14,Philadelphia,Milwaukee,693.8,W,-1.0
0022200214,1610612737,ATL,2022-11-16,Milwaukee,Atlanta,669.3,S,1.0
0022200235,1610612737,ATL,2022-11-19,Atlanta,Atlanta,0.0,,0.0
0022200248,1610612737,ATL,2022-11-21,Atlanta,Cleveland,554.8,N,0.0
0022200263,1610612737,ATL,2022-11-23,Cleveland,Atlanta,554.8,S,0.0
0022200278,1610612737,ATL,2022-11-25,Atlanta,Houston,700.7,W,-1.0
0022200293,1610612737,ATL,2022-11-27,Houston,Atlanta,700.7,NE,1.0
0022200299,1610612737,ATL,2022-11-28,Atlanta,Philadelphia,663.0,NE,0.0
0022200313,1610612737,ATL,2022-11-30,Philadelphia,Orlando,860.9,SW,0.0
0022200327,1610612737,ATL,2022-12-02,Orlando,Atlanta,402.1,NW,0.0
0022200354,1610612737,ATL,2022-12-05,Atlanta,Atlanta,0.0,,0.0
0022200365,1610612737,ATL,2022-12-07,Atlanta,New York,747.9,NE,0.0
0022200380,1610612737,ATL,2022-12-09,New York,Brooklyn,4.8,S,0.0
0022200400,1610612737,ATL,2022-12-11,Brooklyn,Atlanta,745.8,SW,0.0
0022200404,1610612737,ATL,2022-12-12,Atlanta,Memphis,335.9,W,-1.0
0022200416,1610612737,ATL,2022-12-14,Memphis,Orlando,682.6,SE,1.0
0022200428,1610612737,ATL,2022-12-16,Orlando,Charlotte,463.1,N,0.0
0022200454,1610612737,ATL,2022-12-19,Charlotte,Atlanta,226.5,SW,0.0
0022200468,1610612737,ATL,2022-12-21,Atlanta,Atlanta,0.0,,0.0
0022200481,1610612737,ATL,2022-12-23,Atlanta,Atlanta,0.0,,0.0
0022200508,1610612737,ATL,2022-12-27,Atlanta,Indianapolis,426.3,N,0.0
0022200517,1610612737,ATL,2022-12-28,Indianapolis,Atlanta,426.3,S,0.0
0022200530,1610612737,ATL,2022-12-30,Atlanta,Atlanta,0.0,,0.0
0022200558,1610612737,ATL,2023-01-02,Atlanta,San Francisco,2133.3,W,-3.0
0022200575,1610612737,ATL,2023-01-04,San Francisco,Sacramento,74.0,NE,0.0
0022200590,1610612737,ATL,2023-01-06,Sacramento,Los Angeles,361.4,SE,0.0
0022200604,1610612737,ATL,2023-01-08,Los Angeles,Inglewood,8.0,SW,0.0
0022200620,1610612737,ATL,2023-01-11,Inglewood,Atlanta,1938.9,E,3.0
0022200633,1610612737,ATL,2023-01-13,Atlanta,Indianapolis,426.3,N,0.0
0022200644,1610612737,ATL,2023-01-14,Indianapolis,Toronto,440.3,NE,0.0
0022200661,1610612737,ATL,2023-01-16,Toronto,Atlanta,734.3,SW,0.0
0022200670,1610612737,ATL,2023-01-18,Atlanta,Dallas,719.8,W,-1.0
0022200684,1610612737,ATL,2023-01-20,Dallas,Atlanta,719.8,E,1.0
0022200694,1610612737,ATL,2023-01-21,Atlanta,Atlanta,0.0,,0.0
0022200708,1610612737,ATL,2023-01-23,Atlanta,Chicago,589.0,N,-1.0
0022200725,1610612737,ATL,2023-01-25,Chicago,Oklahoma City,690.9,SW,0.0
0022200745,1610612737,ATL,2023-01-28,Oklahoma City,Atlanta,754.7,E,1.0
0022200763,1610612737,ATL,2023-01-30,Atlanta,Portland,2167.7,NW,-3.0
0022200777,1610612737,ATL,2023-02-01,Portland,Phoenix,1006.3,SE,1.0
0022200792,1610612737,ATL,2023-02-03,Phoenix,Salt Lake City,506.0,N,0.0
